Event,Date,White,Black,Result,WhiteElo,BlackElo,ECO,SpeedChess
PRO League Group Stage,2020-01-06,Nakamura,Caruana,0-1,2736,2822,C28,1
World Rapid 2019,2019-12-28,MVL,Carlsen,1/2-1/2,2780,2872,B33,1
World Rapid 2019,2019-12-28,Nakamura,Duda,1-0,2736,2758,B34,1
World Rapid 2019,2019-12-28,Dominguez Perez,Wang Hao,1-0,2758,2756,C53,1
World Rapid 2019,2019-12-28,Le Quang Liem,Aronian,0-1,2713,2775,E06,1
World Rapid 2019,2019-12-28,Svidler,Mamedyarov,1/2-1/2,2723,2772,C77,1
World Rapid 2019,2019-12-28,Andreikin,Nepo,1/2-1/2,2724,2767,A33,1
World Rapid 2019,2019-12-28,Grischuk,Vallejo Pons,1-0,2777,2704,D30,1
World Rapid 2019,2019-12-28,Aronian,Carlsen,0-1,2775,2872,D33,1
World Rapid 2019,2019-12-28,Nakamura,MVL,1/2-1/2,2736,2780,B50,1
World Rapid 2019,2019-12-28,Grischuk,Dominguez Perez,1/2-1/2,2777,2758,A07,1
World Rapid 2019,2019-12-28,Nepo,Dubov,1/2-1/2,2767,2690,B32,1
World Rapid 2019,2019-12-28,Duda,Svidler,1/2-1/2,2758,2723,A37,1
World Rapid 2019,2019-12-28,Mamedov,Fedoseev,1/2-1/2,2659,2677,B22,1
World Rapid 2019,2019-12-28,Firouzja,Le Quang Liem,1-0,2723,2713,C65,1
World Rapid 2019,2019-12-28,Tomashevsky,Amin,1/2-1/2,2705,2683,E68,1
World Rapid 2019,2019-12-28,Adhiban,Alekseenko,1-0,2654,2704,D24,1
World Rapid 2019,2019-12-28,Kovalev,Matlakov,0-1,2662,2699,B23,1
World Rapid 2019,2019-12-28,Carlsen,Mamedyarov,1-0,2872,2772,D37,1
World Rapid 2019,2019-12-28,Dominguez Perez,Nakamura,1/2-1/2,2758,2736,C53,1
World Rapid 2019,2019-12-28,MVL,Duda,1/2-1/2,2780,2758,B27,1
World Rapid 2019,2019-12-28,Svidler,Grischuk,1/2-1/2,2723,2777,A20,1
World Rapid 2019,2019-12-28,Aronian,Wang Hao,1/2-1/2,2775,2756,D02,1
World Rapid 2019,2019-12-28,Dubov,Anton Guijarro,1/2-1/2,2690,2685,A81,1
World Rapid 2019,2019-12-28,Andreikin,Firouzja,1/2-1/2,2724,2723,D27,1
World Rapid 2019,2019-12-28,Fedoseev,Vidit,1/2-1/2,2677,2721,D38,1
World Rapid 2019,2019-12-28,Le Quang Liem,Amin,1-0,2713,2683,E70,1
World Rapid 2019,2019-12-28,Carlsen,Dominguez Perez,1/2-1/2,2872,2758,D40,1
World Rapid 2019,2019-12-28,Artemiev,MVL,1-0,2731,2780,A04,1
World Rapid 2019,2019-12-28,Nepo,Grischuk,1/2-1/2,2767,2777,A10,1
World Rapid 2019,2019-12-28,Anton Guijarro,Aronian,1/2-1/2,2685,2775,A06,1
World Rapid 2019,2019-12-28,Dubov,Svidler,1-0,2690,2723,D82,1
World Rapid 2019,2019-12-28,Mamedov,Andreikin,1/2-1/2,2659,2724,C07,1
World Rapid 2019,2019-12-28,Wang Hao,Firouzja,0-1,2756,2723,E69,1
World Rapid 2019,2019-12-28,Vidit,Karjakin,1/2-1/2,2721,2754,D37,1
World Rapid 2019,2019-12-28,Cheparinov,Le Quang Liem,1/2-1/2,2687,2713,D27,1
World Rapid 2019,2019-12-28,Nakamura,Carlsen,1/2-1/2,2736,2872,B31,1
World Rapid 2019,2019-12-28,Artemiev,Dubov,1/2-1/2,2731,2690,A15,1
World Rapid 2019,2019-12-28,Dominguez Perez,Duda,1/2-1/2,2758,2758,B36,1
World Rapid 2019,2019-12-28,Firouzja,Mamedyarov,1-0,2723,2772,B11,1
World Rapid 2019,2019-12-28,Nepo,Yu Yangyi,0-1,2767,2738,C42,1
World Rapid 2019,2019-12-28,Le Quang Liem,Vidit,1-0,2713,2721,C50,1
World Rapid 2019,2019-12-27,Carlsen,Wang Hao,1/2-1/2,2872,2756,D02,1
World Rapid 2019,2019-12-27,Mamedyarov,Duda,1-0,2772,2758,E60,1
World Rapid 2019,2019-12-27,Aronian,Firouzja,1/2-1/2,2775,2723,B90,1
World Rapid 2019,2019-12-27,Vallejo Pons,Andreikin,1/2-1/2,2704,2724,C67,1
World Rapid 2019,2019-12-27,Giri,Amin,1/2-1/2,2769,2683,C95,1
World Rapid 2019,2019-12-27,Karjakin,Kovalev,1-0,2754,2662,C53,1
World Rapid 2019,2019-12-27,Dominguez Perez,Mamedyarov,1/2-1/2,2758,2772,B13,1
World Rapid 2019,2019-12-27,Amin,Karjakin,1/2-1/2,2683,2754,C67,1
World Rapid 2019,2019-12-27,Firouzja,Giri,1/2-1/2,2723,2769,A06,1
World Rapid 2019,2019-12-27,Mamedyarov,Wang Hao,1/2-1/2,2772,2756,D41,1
World Rapid 2019,2019-12-27,Vallejo Pons,Nakamura,1/2-1/2,2704,2736,C67,1
World Rapid 2019,2019-12-27,Cheparinov,Grischuk,1/2-1/2,2687,2777,D38,1
World Rapid 2019,2019-12-27,Vitiugov,Andreikin,1/2-1/2,2747,2724,D55,1
World Rapid 2019,2019-12-27,Svidler,Firouzja,1-0,2723,2723,D74,1
World Rapid 2019,2019-12-27,Yu Yangyi,Kovalev,1/2-1/2,2738,2662,C50,1
World Rapid 2019,2019-12-27,MVL,Mamedyarov,1-0,2780,2772,B11,1
World Rapid 2019,2019-12-27,Wang Hao,Nepo,1/2-1/2,2756,2767,B51,1
World Rapid 2019,2019-12-27,Nakamura,Giri,1/2-1/2,2736,2769,C26,1
World Rapid 2019,2019-12-27,Svidler,Aronian,1/2-1/2,2723,2775,C67,1
World Rapid 2019,2019-12-27,Dubov,Vallejo Pons,1/2-1/2,2690,2704,D31,1
World Rapid 2019,2019-12-27,Vitiugov,Anton Guijarro,0-1,2747,2685,A10,1
World Rapid 2019,2019-12-27,Kovalev,Jakovenko,1/2-1/2,2662,2698,C67,1
World Rapid 2019,2019-12-27,Carlsen,Le Quang Liem,1-0,2872,2713,D20,1
World Rapid 2019,2019-12-27,Wang Hao,MVL,1/2-1/2,2756,2780,D85,1
World Rapid 2019,2019-12-27,Nepo,Dominguez Perez,1/2-1/2,2767,2758,C48,1
World Rapid 2019,2019-12-27,Cheparinov,Svidler,0-1,2687,2723,D91,1
World Rapid 2019,2019-12-27,Yu Yangyi,Firouzja,1/2-1/2,2738,2723,B90,1
World Rapid 2019,2019-12-27,Tomashevsky,Kovalev,1-0,2705,2662,D37,1
World Rapid 2019,2019-12-26,Vitiugov,Nakamura,1/2-1/2,2747,2736,C67,1
World Rapid 2019,2019-12-26,Aronian,Amin,1-0,2775,2683,C58,1
World Rapid 2019,2019-12-26,Kovalev,Wang Hao,0-1,2662,2756,C72,1
World Rapid 2019,2019-12-26,Le Quang Liem,Vallejo Pons,1/2-1/2,2713,2704,D02,1
World Rapid 2019,2019-12-26,Dominguez Perez,Vitiugov,1-0,2758,2747,C11,1
World Rapid 2019,2019-12-26,Mamedov,Carlsen,1/2-1/2,2659,2872,B01,1
World Rapid 2019,2019-12-26,Karjakin,Firouzja,0-1,2754,2723,B90,1
World Rapid 2019,2019-12-26,Dominguez Perez,Giri,1-0,2758,2769,B90,1
World Rapid 2019,2019-12-26,Firouzja,Duda,0-1,2723,2758,B09,1
World Rapid 2019,2019-12-26,Fedoseev,Vallejo Pons,1/2-1/2,2677,2704,D30,1
World Rapid 2019,2019-12-26,Amin,Nepo,1/2-1/2,2683,2767,B51,1
World Rapid 2019,2019-12-26,Le Quang Liem,Adhiban,1-0,2713,2654,B31,1
Yinzhou Cup Men 2019,2019-12-23,Ding Liren,Yu Yangyi,1/2-1/2,2801,2738,D20,0
Yinzhou Cup Men 2019,2019-12-23,Bu Xiangzhi,Wang Hao,1/2-1/2,2705,2756,D40,0
Yinzhou Cup Men 2019,2019-12-23,Yu Yangyi,Bu Xiangzhi,1/2-1/2,2738,2705,C42,0
Yinzhou Cup Men 2019,2019-12-23,Wang Hao,Ding Liren,1/2-1/2,2756,2801,D45,0
Yinzhou Cup Men TB 2019,2019-12-23,Ding Liren,Bu Xiangzhi,1/2-1/2,2801,2705,D17,0
Jerusalem FIDE Grand Prix,2019-12-22,Nepo,Wei Yi,1/2-1/2,2767,2725,B06,0
Yinzhou Cup Men 2019,2019-12-22,Wang Hao,Yu Yangyi,1-0,2756,2738,A30,1
Yinzhou Cup Men 2019,2019-12-22,Bu Xiangzhi,Ding Liren,1/2-1/2,2705,2801,D38,1
Yinzhou Cup Men 2019,2019-12-22,Bu Xiangzhi,Yu Yangyi,1/2-1/2,2705,2738,A30,1
Yinzhou Cup Men 2019,2019-12-22,Ding Liren,Wang Hao,1/2-1/2,2801,2756,D31,1
Yinzhou Cup Men 2019,2019-12-22,Yu Yangyi,Ding Liren,1/2-1/2,2738,2801,D42,1
Yinzhou Cup Men 2019,2019-12-22,Wang Hao,Bu Xiangzhi,1/2-1/2,2756,2705,C42,1
Yinzhou Cup Men 2019,2019-12-22,Yu Yangyi,Wang Hao,1/2-1/2,2738,2756,C48,1
Yinzhou Cup Men 2019,2019-12-22,Ding Liren,Bu Xiangzhi,1/2-1/2,2801,2705,D12,1
Jerusalem FIDE Grand Prix,2019-12-21,Wei Yi,Nepo,0-1,2725,2767,A33,0
Jerusalem FIDE Grand Prix,2019-12-19,Navara,Wei Yi,1/2-1/2,2707,2725,A15,0
Jerusalem FIDE Grand Prix,2019-12-19,Wei Yi,Navara,1-0,2725,2707,A06,0
Jerusalem FIDE Grand Prix,2019-12-18,MVL,Nepo,1/2-1/2,2780,2767,E60,0
Jerusalem FIDE Grand Prix,2019-12-18,Navara,Wei Yi,1/2-1/2,2707,2725,D97,0
Jerusalem FIDE Grand Prix,2019-12-17,Nepo,MVL,1-0,2767,2780,D97,0
Jerusalem FIDE Grand Prix,2019-12-17,Wei Yi,Navara,1/2-1/2,2725,2707,A06,0
Jerusalem FIDE Grand Prix,2019-12-16,Andreikin,MVL,0-1,2724,2780,B23,1
Jerusalem FIDE Grand Prix,2019-12-16,So,Nepo,1/2-1/2,2760,2767,A33,1
Jerusalem FIDE Grand Prix,2019-12-16,Wei Yi,Karjakin,1-0,2725,2754,C22,1
Jerusalem FIDE Grand Prix,2019-12-16,MVL,Andreikin,1/2-1/2,2780,2724,B06,1
Jerusalem FIDE Grand Prix,2019-12-16,Nepo,So,1-0,2767,2760,C88,1
Jerusalem FIDE Grand Prix,2019-12-16,Karjakin,Wei Yi,1-0,2754,2725,C02,1
Jerusalem FIDE Grand Prix,2019-12-16,Karjakin,Wei Yi,0-1,2754,2725,B12,1
Jerusalem FIDE Grand Prix,2019-12-16,Wei Yi,Karjakin,1/2-1/2,2725,2754,B91,1
Chess Stars Match 2019,2019-12-15,Howell,Vallejo Pons,0-1,2676,2704,A21,1
Chess Stars Match 2019,2019-12-15,Vallejo Pons,Howell,1/2-1/2,2704,2676,B10,1
Jerusalem FIDE Grand Prix,2019-12-15,Andreikin,MVL,1/2-1/2,2724,2780,A34,0
Jerusalem FIDE Grand Prix,2019-12-15,Nepo,So,1/2-1/2,2767,2760,C84,0
Jerusalem FIDE Grand Prix,2019-12-15,Wei Yi,Karjakin,1/2-1/2,2725,2754,E51,0
Jerusalem FIDE Grand Prix,2019-12-15,Navara,Jakovenko,1-0,2707,2698,B36,0
Jerusalem FIDE Grand Prix,2019-12-14,MVL,Andreikin,1/2-1/2,2780,2724,C01,0
Jerusalem FIDE Grand Prix,2019-12-14,So,Nepo,1/2-1/2,2760,2767,D85,0
Jerusalem FIDE Grand Prix,2019-12-14,Karjakin,Wei Yi,1/2-1/2,2754,2725,B10,0
Jerusalem FIDE Grand Prix,2019-12-14,Jakovenko,Navara,1/2-1/2,2698,2707,C53,0
Jerusalem FIDE Grand Prix,2019-12-13,MVL,Topalov,1-0,2780,2737,C67,1
Jerusalem FIDE Grand Prix,2019-12-13,Wojtaszek,Andreikin,1/2-1/2,2725,2724,D37,1
Jerusalem FIDE Grand Prix,2019-12-13,Giri,Wei Yi,1/2-1/2,2769,2725,D86,1
Jerusalem FIDE Grand Prix,2019-12-13,Harikrishna,Karjakin,1/2-1/2,2724,2754,E06,1
Jerusalem FIDE Grand Prix,2019-12-13,Wang Hao,Navara,1/2-1/2,2756,2707,C50,1
Jerusalem FIDE Grand Prix,2019-12-13,Mamedyarov,Jakovenko,1-0,2772,2698,D37,1
Jerusalem FIDE Grand Prix,2019-12-13,Topalov,MVL,0-1,2737,2780,B92,1
Jerusalem FIDE Grand Prix,2019-12-13,Andreikin,Wojtaszek,1-0,2724,2725,D02,1
Jerusalem FIDE Grand Prix,2019-12-13,Wei Yi,Giri,1-0,2725,2769,B20,1
Jerusalem FIDE Grand Prix,2019-12-13,Karjakin,Harikrishna,1/2-1/2,2754,2724,C53,1
Jerusalem FIDE Grand Prix,2019-12-13,Navara,Wang Hao,1/2-1/2,2707,2756,E07,1
Jerusalem FIDE Grand Prix,2019-12-13,Jakovenko,Mamedyarov,1-0,2698,2772,C53,1
Jerusalem FIDE Grand Prix,2019-12-13,Harikrishna,Karjakin,1/2-1/2,2724,2754,E06,1
Jerusalem FIDE Grand Prix,2019-12-13,Navara,Wang Hao,1/2-1/2,2707,2756,D12,1
Jerusalem FIDE Grand Prix,2019-12-13,Mamedyarov,Jakovenko,1/2-1/2,2772,2698,E32,1
Jerusalem FIDE Grand Prix,2019-12-13,Karjakin,Harikrishna,1/2-1/2,2754,2724,C50,1
Jerusalem FIDE Grand Prix,2019-12-13,Wang Hao,Navara,1/2-1/2,2756,2707,A14,1
Jerusalem FIDE Grand Prix,2019-12-13,Jakovenko,Mamedyarov,1-0,2698,2772,C53,1
Jerusalem FIDE Grand Prix,2019-12-13,Harikrishna,Karjakin,1/2-1/2,2724,2754,D37,1
Jerusalem FIDE Grand Prix,2019-12-13,Wang Hao,Navara,1/2-1/2,2756,2707,C65,1
Jerusalem FIDE Grand Prix,2019-12-13,Karjakin,Harikrishna,1/2-1/2,2754,2724,C50,1
Jerusalem FIDE Grand Prix,2019-12-13,Navara,Wang Hao,1-0,2707,2756,E10,1
Jerusalem FIDE Grand Prix,2019-12-13,Harikrishna,Karjakin,1/2-1/2,2724,2754,A45,1
Jerusalem FIDE Grand Prix,2019-12-12,MVL,Topalov,1/2-1/2,2780,2737,C67,0
Jerusalem FIDE Grand Prix,2019-12-12,Andreikin,Wojtaszek,1/2-1/2,2724,2725,D38,0
Jerusalem FIDE Grand Prix,2019-12-12,So,Yu Yangyi,1-0,2760,2738,C43,0
Jerusalem FIDE Grand Prix,2019-12-12,Giri,Wei Yi,1/2-1/2,2769,2725,A10,0
Jerusalem FIDE Grand Prix,2019-12-12,Karjakin,Harikrishna,1/2-1/2,2754,2724,C53,0
Jerusalem FIDE Grand Prix,2019-12-12,Wang Hao,Navara,1/2-1/2,2756,2707,C65,0
Jerusalem FIDE Grand Prix,2019-12-12,Jakovenko,Mamedyarov,1/2-1/2,2698,2772,B40,0
Jerusalem FIDE Grand Prix,2019-12-11,Topalov,MVL,1/2-1/2,2737,2780,A37,0
Jerusalem FIDE Grand Prix,2019-12-11,Wojtaszek,Andreikin,1/2-1/2,2725,2724,D37,0
Jerusalem FIDE Grand Prix,2019-12-11,Yu Yangyi,So,1/2-1/2,2738,2760,D37,0
Jerusalem FIDE Grand Prix,2019-12-11,Wei Yi,Giri,1/2-1/2,2725,2769,B90,0
Jerusalem FIDE Grand Prix,2019-12-11,Harikrishna,Karjakin,1/2-1/2,2724,2754,C67,0
Jerusalem FIDE Grand Prix,2019-12-11,Navara,Wang Hao,1/2-1/2,2707,2756,E06,0
Jerusalem FIDE Grand Prix,2019-12-11,Mamedyarov,Jakovenko,1/2-1/2,2772,2698,E21,0
11th London Classic 2019,2019-12-08,Ding Liren,MVL,1-0,2801,2780,E60,1
11th London Classic 2019,2019-12-08,Aronian,Carlsen,1-0,2775,2872,A09,1
11th London Classic 2019,2019-12-08,MVL,Ding Liren,1/2-1/2,2780,2801,A13,1
11th London Classic 2019,2019-12-08,Carlsen,Aronian,1-0,2872,2775,D02,1
11th London Classic 2019,2019-12-08,Ding Liren,MVL,0-1,2801,2780,E60,1
11th London Classic 2019,2019-12-08,Aronian,Carlsen,1/2-1/2,2775,2872,A06,1
11th London Classic 2019,2019-12-08,MVL,Ding Liren,1-0,2780,2801,C92,1
11th London Classic 2019,2019-12-08,Carlsen,Aronian,1-0,2872,2775,B90,1
11th London Classic 2019,2019-12-08,Ding Liren,MVL,1/2-1/2,2801,2780,E60,1
11th London Classic 2019,2019-12-08,Aronian,Carlsen,1/2-1/2,2775,2872,C16,1
11th London Classic 2019,2019-12-08,MVL,Ding Liren,1-0,2780,2801,C84,1
11th London Classic 2019,2019-12-08,Carlsen,Aronian,0-1,2872,2775,C44,1
Bundesliga 2019-20,2019-12-08,Cheparinov,Anton Guijarro,1/2-1/2,2679,2686,D20,0
Bundesliga 2019-20,2019-12-08,Saric,Van Foreest,1-0,2650,2531,C67,0
11th London Classic 2019,2019-12-07,Ding Liren,MVL,1-0,2801,2780,A37,0
11th London Classic 2019,2019-12-07,Aronian,Carlsen,1/2-1/2,2775,2872,E60,0
Bundesliga 2019-20,2019-12-07,Van Foreest,Rapport,1/2-1/2,2632,2752,B15,0
Bundesliga 2019-20,2019-12-07,Fedoseev,Matlakov,1/2-1/2,2672,2710,D38,0
ch-GBR KO 2019,2019-12-07,Howell,Adams,1/2-1/2,2676,2701,A09,1
ch-GBR KO 2019,2019-12-07,Adams,Howell,0-1,2701,2676,B12,1
ch-GBR KO 2019,2019-12-07,Howell,Adams,1/2-1/2,2676,2701,A28,1
ch-GBR KO 2019,2019-12-07,Adams,Howell,1/2-1/2,2701,2676,B10,1
ch-GBR KO 2019,2019-12-07,Howell,Adams,0-1,2676,2701,A45,1
ch-GBR KO 2019,2019-12-07,Adams,Howell,1/2-1/2,2701,2676,A10,1
TCh-CHN 2019,2019-12-07,Wang Hao,Harikrishna,1/2-1/2,2756,2724,C67,1
11th London Classic 2019,2019-12-06,MVL,Ding Liren,1/2-1/2,2780,2801,C84,0
11th London Classic 2019,2019-12-06,Carlsen,Aronian,1-0,2872,2775,D02,0
ch-GBR KO 2019,2019-12-06,Adams,Howell,1/2-1/2,2701,2676,C65,1
ch-GBR KO 2019,2019-12-06,Howell,Adams,1/2-1/2,2676,2701,C89,1
ch-GBR KO 2019,2019-12-06,Adams,Howell,1-0,2701,2676,C65,1
ch-GBR KO 2019,2019-12-06,Howell,Adams,0-1,2676,2701,C89,1
11th London Classic 2019,2019-12-04,MVL,Carlsen,1/2-1/2,2780,2872,C78,1
11th London Classic 2019,2019-12-04,Ding Liren,Aronian,1-0,2801,2775,D37,1
11th London Classic 2019,2019-12-04,Carlsen,MVL,1/2-1/2,2872,2780,D87,1
11th London Classic 2019,2019-12-04,Aronian,Ding Liren,0-1,2775,2801,A28,1
11th London Classic 2019,2019-12-04,MVL,Carlsen,1/2-1/2,2780,2872,C80,1
11th London Classic 2019,2019-12-04,Ding Liren,Aronian,1/2-1/2,2801,2775,A56,1
11th London Classic 2019,2019-12-04,Carlsen,MVL,0-1,2872,2780,A48,1
11th London Classic 2019,2019-12-04,Aronian,Ding Liren,0-1,2775,2801,A21,1
11th London Classic 2019,2019-12-04,MVL,Carlsen,0-1,2780,2872,B56,1
11th London Classic 2019,2019-12-04,Ding Liren,Aronian,1-0,2801,2775,C50,1
11th London Classic 2019,2019-12-04,Carlsen,MVL,1/2-1/2,2872,2780,A37,1
11th London Classic 2019,2019-12-04,Aronian,Ding Liren,1-0,2775,2801,C53,1
11th London Classic 2019,2019-12-04,Carlsen,MVL,0-1,2872,2780,B95,1
11th London Classic 2019,2019-12-04,MVL,Carlsen,1/2-1/2,2780,2872,B51,1
ch-GBR KO 2019,2019-12-04,Howell,Jones,0-1,2676,2683,A15,1
ch-GBR KO 2019,2019-12-04,Jones,Howell,1/2-1/2,2683,2676,C42,1
ch-GBR KO 2019,2019-12-04,Howell,Jones,0-1,2676,2683,A05,1
ch-GBR KO 2019,2019-12-04,Jones,Howell,0-1,2683,2676,B10,1
ch-GBR KO 2019,2019-12-04,Howell,Jones,1/2-1/2,2676,2683,E63,1
ch-GBR KO 2019,2019-12-04,Jones,Howell,1/2-1/2,2683,2676,B10,1
TCh-CHN 2019,2019-12-04,Dubov,Wei Yi,0-1,2690,2725,A33,1
11th London Classic 2019,2019-12-03,MVL,Carlsen,1/2-1/2,2780,2872,C80,0
11th London Classic 2019,2019-12-03,Ding Liren,Aronian,1/2-1/2,2801,2775,E50,0
ch-GBR KO 2019,2019-12-03,Howell,Jones,1/2-1/2,2676,2683,A15,0
11th London Classic 2019,2019-12-02,Carlsen,MVL,1/2-1/2,2872,2780,B95,0
11th London Classic 2019,2019-12-02,Aronian,Ding Liren,1/2-1/2,2775,2801,D41,0
ch-GBR KO 2019,2019-12-02,Jones,Howell,0-1,2683,2676,C02,0
TCh-CZE Extraliga 2019-20,2019-12-01,Saric,Navara,1/2-1/2,2667,2717,C67,0
Zenit vs Spartak Fans,2019-12-01,Nepo,Matlakov,0-1,2767,2699,A28,0
Zenit vs Spartak Fans,2019-12-01,Tomashevsky,Alekseenko,1/2-1/2,2705,2704,A26,0
Zenit vs Spartak Fans,2019-12-01,Matlakov,Nepo,0-1,2699,2767,B30,0
Zenit vs Spartak Fans,2019-12-01,Alekseenko,Tomashevsky,1/2-1/2,2704,2705,C50,0
Tournament of Peace 2019,2019-11-30,Cheparinov,Ivanchuk,1/2-1/2,2679,2679,D16,0
Bundesliga 2019-20,2019-11-24,Howell,Amin,1/2-1/2,2701,2685,C49,0
Tata Steel India Rapid,2019-11-24,Aronian,So,1/2-1/2,2772,2760,C67,1
Tata Steel India Rapid,2019-11-24,Nepo,Vidit,1-0,2773,2722,C45,1
Tata Steel India Rapid,2019-11-24,Carlsen,Anand,1-0,2870,2757,D38,1
Tata Steel India Rapid,2019-11-24,Giri,Harikrishna,1/2-1/2,2776,2731,A14,1
Tata Steel India Rapid,2019-11-24,Nakamura,Ding Liren,1/2-1/2,2741,2801,C84,1
Tata Steel India Rapid,2019-11-24,Ding Liren,Giri,1/2-1/2,2801,2776,D38,1
Tata Steel India Rapid,2019-11-24,Vidit,Anand,1/2-1/2,2722,2757,D38,1
Tata Steel India Rapid,2019-11-24,Harikrishna,Carlsen,1/2-1/2,2731,2870,A50,1
Tata Steel India Rapid,2019-11-24,So,Nakamura,0-1,2760,2741,D02,1
Tata Steel India Rapid,2019-11-24,Nepo,Aronian,1/2-1/2,2773,2772,E06,1
Tata Steel India Rapid,2019-11-24,Nakamura,Nepo,1/2-1/2,2741,2773,B51,1
Tata Steel India Rapid,2019-11-24,Aronian,Vidit,1-0,2772,2722,C58,1
Tata Steel India Rapid,2019-11-24,Anand,Harikrishna,1/2-1/2,2757,2731,B40,1
Tata Steel India Rapid,2019-11-24,Carlsen,Ding Liren,1-0,2870,2801,C89,1
Tata Steel India Rapid,2019-11-24,Giri,So,1/2-1/2,2776,2760,E04,1
Tata Steel India Rapid,2019-11-23,Vidit,Giri,1/2-1/2,2722,2776,E61,1
Tata Steel India Rapid,2019-11-23,Anand,Aronian,1-0,2757,2772,C50,1
Tata Steel India Rapid,2019-11-23,Carlsen,Nakamura,1-0,2870,2741,A28,1
Tata Steel India Rapid,2019-11-23,Harikrishna,Nepo,1-0,2731,2773,B51,1
Tata Steel India Rapid,2019-11-23,Ding Liren,So,0-1,2801,2760,D37,1
Tata Steel India Rapid,2019-11-23,Nepo,Ding Liren,0-1,2773,2801,C91,1
Tata Steel India Rapid,2019-11-23,So,Vidit,1-0,2760,2722,C65,1
Tata Steel India Rapid,2019-11-23,Nakamura,Anand,1/2-1/2,2741,2757,C65,1
Tata Steel India Rapid,2019-11-23,Giri,Carlsen,0-1,2776,2870,B31,1
Tata Steel India Rapid,2019-11-23,Aronian,Harikrishna,1-0,2772,2731,C89,1
Tata Steel India Rapid,2019-11-23,So,Nepo,1/2-1/2,2760,2773,B90,1
Tata Steel India Rapid,2019-11-23,Anand,Giri,0-1,2757,2776,C50,1
Tata Steel India Rapid,2019-11-23,Vidit,Carlsen,1/2-1/2,2722,2870,D32,1
Tata Steel India Rapid,2019-11-23,Harikrishna,Nakamura,0-1,2731,2741,E04,1
Tata Steel India Rapid,2019-11-23,Ding Liren,Aronian,1/2-1/2,2801,2772,E01,1
Tata Steel India Rapid,2019-11-22,Aronian,Nakamura,1/2-1/2,2772,2741,C53,1
Tata Steel India Rapid,2019-11-22,So,Carlsen,1/2-1/2,2760,2870,B90,1
Tata Steel India Rapid,2019-11-22,Ding Liren,Anand,1/2-1/2,2801,2757,E00,1
Tata Steel India Rapid,2019-11-22,Harikrishna,Vidit,1/2-1/2,2731,2722,E06,1
Tata Steel India Rapid,2019-11-22,Nepo,Giri,0-1,2773,2776,E06,1
Tata Steel India Rapid,2019-11-22,Harikrishna,Ding Liren,1/2-1/2,2731,2801,D86,1
Tata Steel India Rapid,2019-11-22,Anand,So,1-0,2757,2760,C84,1
Tata Steel India Rapid,2019-11-22,Carlsen,Nepo,1-0,2870,2773,B51,1
Tata Steel India Rapid,2019-11-22,Vidit,Nakamura,1/2-1/2,2722,2741,E04,1
Tata Steel India Rapid,2019-11-22,Giri,Aronian,1/2-1/2,2776,2772,C67,1
Tata Steel India Rapid,2019-11-22,Nakamura,Giri,1-0,2741,2776,B51,1
Tata Steel India Rapid,2019-11-22,So,Harikrishna,1/2-1/2,2760,2731,A14,1
Tata Steel India Rapid,2019-11-22,Aronian,Carlsen,0-1,2772,2870,B90,1
Tata Steel India Rapid,2019-11-22,Nepo,Anand,1-0,2773,2757,A20,1
Tata Steel India Rapid,2019-11-22,Ding Liren,Vidit,1/2-1/2,2801,2722,A36,1
TCh-CHN 2019,2019-11-22,Wei Yi,Wang Hao,1/2-1/2,2724,2752,C42,1
Hamburg FIDE Grand Prix,2019-11-17,Duda,Grischuk,1-0,2748,2764,A22,1
Hamburg FIDE Grand Prix,2019-11-17,Grischuk,Duda,1-0,2764,2748,E15,1
Hamburg FIDE Grand Prix,2019-11-17,Grischuk,Duda,1-0,2764,2748,D11,1
Hamburg FIDE Grand Prix,2019-11-17,Duda,Grischuk,1/2-1/2,2748,2764,C48,1
35th ECC Open 2019,2019-11-16,Rapport,Mamedyarov,1/2-1/2,2752,2772,E06,0
35th ECC Open 2019,2019-11-16,Andreikin,Adams,1/2-1/2,2733,2692,D30,0
Hamburg FIDE Grand Prix,2019-11-16,Duda,Grischuk,1/2-1/2,2748,2764,D37,0
35th ECC Open 2019,2019-11-15,Dominguez Perez,Rapport,1/2-1/2,2762,2752,C55,0
35th ECC Open 2019,2019-11-15,Adams,Matlakov,1/2-1/2,2692,2710,C50,0
35th ECC Open 2019,2019-11-15,Vallejo Pons,Fedoseev,1/2-1/2,2694,2672,C77,0
35th ECC Open 2019,2019-11-15,Mamedov,Harikrishna,1/2-1/2,2648,2731,C09,0
Hamburg FIDE Grand Prix,2019-11-15,Grischuk,Duda,1/2-1/2,2764,2748,E15,0
35th ECC Open 2019,2019-11-14,Rapport,Mamedov,1/2-1/2,2752,2648,E90,0
35th ECC Open 2019,2019-11-13,Harikrishna,Dominguez Perez,1/2-1/2,2731,2762,E06,0
35th ECC Open 2019,2019-11-13,Matlakov,Vidit,1/2-1/2,2710,2722,A05,0
35th ECC Open 2019,2019-11-13,Navara,Alekseenko,1/2-1/2,2703,2715,E32,0
Hamburg FIDE Grand Prix,2019-11-13,Duda,Dubov,0-1,2748,2676,B32,1
Hamburg FIDE Grand Prix,2019-11-13,Dubov,Duda,0-1,2676,2748,B06,1
Hamburg FIDE Grand Prix,2019-11-13,Dubov,Duda,1/2-1/2,2676,2748,D14,1
