Event,Date,White,Black,Result,WhiteElo,BlackElo,ECO,SpeedChess
Hamburg FIDE Grand Prix,2019-11-13,Duda,Dubov,1-0,2748,2676,A45,1
35th ECC Open 2019,2019-11-12,Howell,Harikrishna,1/2-1/2,2701,2731,B51,0
35th ECC Open 2019,2019-11-12,Dominguez Perez,Mamedyarov,1/2-1/2,2762,2772,C53,0
35th ECC Open 2019,2019-11-12,Andreikin,Matlakov,1/2-1/2,2733,2710,E21,0
35th ECC Open 2019,2019-11-12,Alekseenko,Shankland,1/2-1/2,2715,2679,B91,0
Hamburg FIDE Grand Prix,2019-11-12,Grischuk,MVL,1-0,2764,2777,A34,0
Hamburg FIDE Grand Prix,2019-11-12,Dubov,Duda,1/2-1/2,2676,2748,D11,0
Hamburg FIDE Grand Prix,2019-11-11,MVL,Grischuk,1/2-1/2,2777,2764,C78,0
Hamburg FIDE Grand Prix,2019-11-11,Duda,Dubov,1/2-1/2,2748,2676,D33,0
Hamburg FIDE Grand Prix,2019-11-10,Dubov,Svidler,1/2-1/2,2676,2719,D86,1
Hamburg FIDE Grand Prix,2019-11-10,Svidler,Dubov,1/2-1/2,2719,2676,D35,1
Hamburg FIDE Grand Prix,2019-11-10,Svidler,Dubov,0-1,2719,2676,A07,1
Hamburg FIDE Grand Prix,2019-11-10,Dubov,Svidler,1/2-1/2,2676,2719,A81,1
Superbet TB 2019,2019-11-10,Karjakin,Aronian,1/2-1/2,2754,2772,C65,0
Superbet TB 2019,2019-11-10,Aronian,Karjakin,1-0,2772,2754,C53,0
Hamburg FIDE Grand Prix,2019-11-09,MVL,Topalov,1/2-1/2,2777,2736,C01,0
Hamburg FIDE Grand Prix,2019-11-09,Navara,Grischuk,0-1,2703,2764,D38,0
Hamburg FIDE Grand Prix,2019-11-09,Svidler,Dubov,1/2-1/2,2719,2676,B31,0
Hamburg FIDE Grand Prix,2019-11-09,Duda,Yu Yangyi,1-0,2748,2753,A11,0
Hamburg FIDE Grand Prix,2019-11-08,Topalov,MVL,0-1,2736,2777,E60,0
Hamburg FIDE Grand Prix,2019-11-08,Grischuk,Navara,1/2-1/2,2764,2703,E06,0
Hamburg FIDE Grand Prix,2019-11-08,Dubov,Svidler,1/2-1/2,2676,2719,D86,0
Hamburg FIDE Grand Prix,2019-11-08,Yu Yangyi,Duda,1/2-1/2,2753,2748,C42,0
Superbet Rapid 2019,2019-11-08,Artemiev,Karjakin,0-1,2731,2754,A22,1
Superbet Rapid 2019,2019-11-08,Mamedyarov,Giri,1-0,2772,2776,E35,1
Superbet Rapid 2019,2019-11-08,Anand,Caruana,1-0,2757,2822,C55,1
Superbet Rapid 2019,2019-11-08,Le Quang Liem,So,1/2-1/2,2713,2760,D11,1
Superbet Rapid 2019,2019-11-08,Karjakin,Anand,1-0,2754,2757,C53,1
Superbet Rapid 2019,2019-11-08,So,Aronian,0-1,2760,2772,C50,1
Superbet Rapid 2019,2019-11-08,Caruana,Mamedyarov,0-1,2822,2772,C53,1
Superbet Rapid 2019,2019-11-08,Le Quang Liem,Artemiev,1/2-1/2,2713,2731,B41,1
Superbet Rapid 2019,2019-11-08,Artemiev,So,1/2-1/2,2731,2760,D73,1
Superbet Rapid 2019,2019-11-08,Anand,Le Quang Liem,0-1,2757,2713,B31,1
Superbet Rapid 2019,2019-11-08,Aronian,Giri,1/2-1/2,2772,2776,B90,1
Superbet Rapid 2019,2019-11-08,Mamedyarov,Karjakin,1/2-1/2,2772,2754,E37,1
Hamburg FIDE Grand Prix,2019-11-07,Vitiugov,Navara,0-1,2751,2703,A14,1
Hamburg FIDE Grand Prix,2019-11-07,Wojtaszek,Grischuk,1/2-1/2,2728,2764,A40,1
Hamburg FIDE Grand Prix,2019-11-07,Dubov,Radjabov,1/2-1/2,2676,2767,C50,1
Hamburg FIDE Grand Prix,2019-11-07,Yu Yangyi,Jakovenko,1-0,2753,2691,A30,1
Hamburg FIDE Grand Prix,2019-11-07,Navara,Vitiugov,1-0,2703,2751,A89,1
Hamburg FIDE Grand Prix,2019-11-07,Grischuk,Wojtaszek,1-0,2764,2728,A05,1
Hamburg FIDE Grand Prix,2019-11-07,Radjabov,Dubov,1/2-1/2,2767,2676,B31,1
Hamburg FIDE Grand Prix,2019-11-07,Jakovenko,Yu Yangyi,1/2-1/2,2691,2753,A10,1
Hamburg FIDE Grand Prix,2019-11-07,Radjabov,Dubov,1/2-1/2,2767,2676,C50,1
Hamburg FIDE Grand Prix,2019-11-07,Dubov,Radjabov,1/2-1/2,2676,2767,E06,1
Hamburg FIDE Grand Prix,2019-11-07,Radjabov,Dubov,0-1,2767,2676,B06,1
Hamburg FIDE Grand Prix,2019-11-07,Dubov,Radjabov,1/2-1/2,2676,2767,E17,1
Superbet Rapid 2019,2019-11-07,So,Mamedyarov,1-0,2760,2772,A22,1
Superbet Rapid 2019,2019-11-07,Aronian,Artemiev,1/2-1/2,2772,2731,B40,1
Superbet Rapid 2019,2019-11-07,Giri,Le Quang Liem,1-0,2776,2713,B31,1
Superbet Rapid 2019,2019-11-07,Caruana,Karjakin,1-0,2822,2754,A28,1
Superbet Rapid 2019,2019-11-07,Le Quang Liem,Caruana,0-1,2713,2822,E54,1
Superbet Rapid 2019,2019-11-07,Anand,Aronian,1-0,2757,2772,C50,1
Superbet Rapid 2019,2019-11-07,Artemiev,Giri,1-0,2731,2776,B13,1
Superbet Rapid 2019,2019-11-07,Karjakin,So,1/2-1/2,2754,2760,C47,1
Superbet Rapid 2019,2019-11-07,Aronian,Mamedyarov,1/2-1/2,2772,2772,C53,1
Superbet Rapid 2019,2019-11-07,Giri,Anand,1/2-1/2,2776,2757,E10,1
Superbet Rapid 2019,2019-11-07,Caruana,Artemiev,0-1,2822,2731,A21,1
Superbet Rapid 2019,2019-11-07,Karjakin,Le Quang Liem,1/2-1/2,2754,2713,D05,1
Hamburg FIDE Grand Prix,2019-11-06,Wei Yi,MVL,1/2-1/2,2724,2777,B90,0
Hamburg FIDE Grand Prix,2019-11-06,Topalov,Nakamura,1/2-1/2,2736,2741,D27,0
Hamburg FIDE Grand Prix,2019-11-06,Vitiugov,Navara,1/2-1/2,2751,2703,E06,0
Hamburg FIDE Grand Prix,2019-11-06,Grischuk,Wojtaszek,1/2-1/2,2764,2728,C50,0
Hamburg FIDE Grand Prix,2019-11-06,Dubov,Radjabov,1/2-1/2,2676,2767,C55,0
Hamburg FIDE Grand Prix,2019-11-06,Harikrishna,Svidler,1/2-1/2,2731,2719,C53,0
Hamburg FIDE Grand Prix,2019-11-06,Yu Yangyi,Jakovenko,1/2-1/2,2753,2691,A30,0
Hamburg FIDE Grand Prix,2019-11-06,Nepo,Duda,1/2-1/2,2773,2748,B35,0
Superbet Rapid 2019,2019-11-06,Giri,So,1-0,2776,2760,E04,1
Superbet Rapid 2019,2019-11-06,Caruana,Aronian,0-1,2822,2772,A29,1
Superbet Rapid 2019,2019-11-06,Artemiev,Anand,0-1,2731,2757,A08,1
Superbet Rapid 2019,2019-11-06,Le Quang Liem,Mamedyarov,1/2-1/2,2713,2772,C50,1
Superbet Rapid 2019,2019-11-06,Mamedyarov,Artemiev,1/2-1/2,2772,2731,E60,1
Superbet Rapid 2019,2019-11-06,Aronian,Karjakin,1/2-1/2,2772,2754,C65,1
Superbet Rapid 2019,2019-11-06,So,Anand,1/2-1/2,2760,2757,A09,1
Superbet Rapid 2019,2019-11-06,Giri,Caruana,1/2-1/2,2776,2822,A40,1
Superbet Rapid 2019,2019-11-06,Karjakin,Giri,0-1,2754,2776,B90,1
Superbet Rapid 2019,2019-11-06,Caruana,So,1-0,2822,2760,C53,1
Superbet Rapid 2019,2019-11-06,Le Quang Liem,Aronian,1/2-1/2,2713,2772,C50,1
Superbet Rapid 2019,2019-11-06,Anand,Mamedyarov,1/2-1/2,2757,2772,C50,1
Hamburg FIDE Grand Prix,2019-11-05,MVL,Wei Yi,1-0,2777,2724,B91,0
Hamburg FIDE Grand Prix,2019-11-05,Nakamura,Topalov,0-1,2741,2736,C65,0
Hamburg FIDE Grand Prix,2019-11-05,Navara,Vitiugov,1/2-1/2,2703,2751,C89,0
Hamburg FIDE Grand Prix,2019-11-05,Wojtaszek,Grischuk,1/2-1/2,2728,2764,E06,0
Hamburg FIDE Grand Prix,2019-11-05,Radjabov,Dubov,1/2-1/2,2767,2676,C50,0
Hamburg FIDE Grand Prix,2019-11-05,Svidler,Harikrishna,1-0,2719,2731,C50,0
Hamburg FIDE Grand Prix,2019-11-05,Jakovenko,Yu Yangyi,1/2-1/2,2691,2753,C42,0
Hamburg FIDE Grand Prix,2019-11-05,Duda,Nepo,1-0,2748,2773,A22,0
22nd European Teams,2019-11-02,Ivanchuk,Saric,1/2-1/2,2686,2667,D73,0
22nd European Teams,2019-11-02,Andreikin,Duda,1/2-1/2,2741,2734,E16,0
22nd European Teams,2019-11-02,Wojtaszek,Vitiugov,1/2-1/2,2748,2732,E08,0
22nd European Teams,2019-11-01,Adams,Andreikin,1-0,2694,2741,C07,0
22nd European Teams,2019-11-01,Howell,Alekseenko,1/2-1/2,2694,2674,D37,0
22nd European Teams,2019-11-01,Matlakov,Jones,1/2-1/2,2716,2688,D87,0
22nd European Teams,2019-11-01,Mamedyarov,Aronian,1/2-1/2,2767,2758,E32,0
22nd European Teams,2019-10-31,Aronian,Adams,1/2-1/2,2758,2694,C53,0
22nd European Teams,2019-10-31,Navara,Ivanchuk,0-1,2717,2686,D35,0
22nd European Teams,2019-10-30,Andreikin,Ivanchuk,1-0,2741,2686,B91,0
22nd European Teams,2019-10-30,Adams,Saric,1/2-1/2,2694,2667,B31,0
22nd European Teams,2019-10-30,Duda,Anton Guijarro,1/2-1/2,2734,2674,A09,0
22nd European Teams,2019-10-30,Vallejo Pons,Wojtaszek,1/2-1/2,2694,2748,D38,0
22nd European Teams,2019-10-28,Andreikin,Aronian,1/2-1/2,2741,2758,E06,0
22nd European Teams,2019-10-28,Ivanchuk,Adams,1/2-1/2,2686,2694,E04,0
22nd European Teams,2019-10-28,Saric,Naiditsch,1/2-1/2,2667,2643,A20,0
22nd European Teams,2019-10-27,Aronian,Ivanchuk,1/2-1/2,2758,2686,A36,0
22nd European Teams,2019-10-27,Adams,Giri,1/2-1/2,2694,2780,B90,0
22nd European Teams,2019-10-27,Van Foreest,Jones,1/2-1/2,2531,2688,C67,0
22nd European Teams,2019-10-27,Mamedyarov,Navara,1/2-1/2,2767,2717,E32,0
22nd European Teams,2019-10-27,Anton Guijarro,Saric,1/2-1/2,2674,2667,D43,0
22nd European Teams,2019-10-26,Ivanchuk,Mamedyarov,1/2-1/2,2686,2767,A15,0
22nd European Teams,2019-10-26,Aronian,Navara,1/2-1/2,2758,2717,B10,0
22nd European Teams,2019-10-26,Giri,Anton Guijarro,1-0,2780,2674,C50,0
22nd European Teams,2019-10-25,Navara,Duda,1/2-1/2,2717,2734,B35,0
22nd European Teams,2019-10-25,Saric,Aronian,0-1,2667,2758,C50,0
22nd European Teams,2019-10-24,Duda,Kovalev,1-0,2734,2661,C95,0
FIDE Chess.com Grand Swiss,2019-10-21,Nakamura,Caruana,1/2-1/2,2745,2812,C42,0
FIDE Chess.com Grand Swiss,2019-10-21,Aronian,Carlsen,1/2-1/2,2758,2876,E20,0
FIDE Chess.com Grand Swiss,2019-10-21,Alekseenko,Vitiugov,1/2-1/2,2674,2732,C50,0
FIDE Chess.com Grand Swiss,2019-10-21,Wang Hao,Howell,1-0,2726,2694,D71,0
FIDE Chess.com Grand Swiss,2019-10-21,Kovalev,Karjakin,1/2-1/2,2661,2760,C67,0
FIDE Chess.com Grand Swiss,2019-10-21,Vallejo Pons,Adhiban,1-0,2694,2639,B10,0
FIDE Chess.com Grand Swiss,2019-10-20,Caruana,Anton Guijarro,1-0,2812,2674,A27,0
FIDE Chess.com Grand Swiss,2019-10-20,Nakamura,Aronian,1/2-1/2,2745,2758,C65,0
FIDE Chess.com Grand Swiss,2019-10-20,Carlsen,Matlakov,1-0,2876,2716,D43,0
FIDE Chess.com Grand Swiss,2019-10-20,Anand,Wang Hao,0-1,2765,2726,C43,0
FIDE Chess.com Grand Swiss,2019-10-20,Karjakin,Alekseenko,0-1,2760,2674,A07,0
FIDE Chess.com Grand Swiss,2019-10-20,Howell,Grischuk,1-0,2694,2759,A30,0
FIDE Chess.com Grand Swiss,2019-10-20,Svidler,Kovalev,1/2-1/2,2729,2661,C95,0
FIDE Chess.com Grand Swiss,2019-10-20,Adhiban,Harikrishna,0-1,2639,2748,A62,0
FIDE Chess.com Grand Swiss,2019-10-20,Wojtaszek,Mamedov,1-0,2748,2645,E04,0
FIDE Chess.com Grand Swiss,2019-10-20,Van Foreest,Artemiev,1/2-1/2,2621,2746,B19,0
FIDE Chess.com Grand Swiss,2019-10-19,Aronian,Anton Guijarro,1/2-1/2,2758,2674,C53,0
FIDE Chess.com Grand Swiss,2019-10-19,Carlsen,Caruana,1/2-1/2,2876,2812,A28,0
FIDE Chess.com Grand Swiss,2019-10-19,Alekseenko,Anand,1/2-1/2,2674,2765,C50,0
FIDE Chess.com Grand Swiss,2019-10-19,Kovalev,Nakamura,0-1,2661,2745,B31,0
FIDE Chess.com Grand Swiss,2019-10-19,Vitiugov,Wang Hao,1/2-1/2,2732,2726,B90,0
FIDE Chess.com Grand Swiss,2019-10-19,Yu Yangyi,Adhiban,1/2-1/2,2763,2639,B10,0
FIDE Chess.com Grand Swiss,2019-10-18,Caruana,Aronian,1/2-1/2,2812,2758,A29,0
FIDE Chess.com Grand Swiss,2019-10-18,Wang Hao,Carlsen,1/2-1/2,2726,2876,D38,0
FIDE Chess.com Grand Swiss,2019-10-18,Anton Guijarro,Grischuk,1-0,2674,2759,A20,0
FIDE Chess.com Grand Swiss,2019-10-18,So,Alekseenko,1/2-1/2,2767,2674,E32,0
FIDE Chess.com Grand Swiss,2019-10-18,Anand,Fedoseev,1-0,2765,2664,B32,0
FIDE Chess.com Grand Swiss,2019-10-18,Wojtaszek,Kovalev,0-1,2748,2661,A19,0
FIDE Chess.com Grand Swiss,2019-10-18,Mamedov,Vidit,1/2-1/2,2645,2718,C48,0
FIDE Chess.com Grand Swiss,2019-10-17,Grischuk,Caruana,1/2-1/2,2759,2812,A20,0
FIDE Chess.com Grand Swiss,2019-10-17,Aronian,Wang Hao,1-0,2758,2726,D42,0
FIDE Chess.com Grand Swiss,2019-10-17,Alekseenko,Carlsen,1/2-1/2,2674,2876,B92,0
FIDE Chess.com Grand Swiss,2019-10-17,Anton Guijarro,Vitiugov,1/2-1/2,2674,2732,D45,0
FIDE Chess.com Grand Swiss,2019-10-17,Fedoseev,Karjakin,1/2-1/2,2664,2760,E10,0
FIDE Chess.com Grand Swiss,2019-10-17,Adhiban,Nakamura,1/2-1/2,2639,2745,D27,0
FIDE Chess.com Grand Swiss,2019-10-15,Caruana,Fedoseev,1-0,2812,2664,B31,0
FIDE Chess.com Grand Swiss,2019-10-15,Kovalev,Harikrishna,1-0,2661,2748,C92,0
FIDE Chess.com Grand Swiss,2019-10-15,Mamedov,Artemiev,1/2-1/2,2645,2746,B22,0
FIDE Chess.com Grand Swiss,2019-10-14,Anton Guijarro,Karjakin,1/2-1/2,2674,2760,A13,0
FIDE Chess.com Grand Swiss,2019-10-14,Grischuk,Cheparinov,1-0,2759,2670,B50,0
FIDE Chess.com Grand Swiss,2019-10-14,Fedoseev,Wojtaszek,1-0,2664,2748,E20,0
FIDE Chess.com Grand Swiss,2019-10-14,Yu Yangyi,Kovalev,1/2-1/2,2763,2661,B29,0
FIDE Chess.com Grand Swiss,2019-10-14,Mamedov,Svidler,1/2-1/2,2645,2729,B22,0
FIDE Chess.com Grand Swiss,2019-10-14,Adhiban,Howell,1-0,2639,2694,E06,0
FIDE Chess.com Grand Swiss,2019-10-13,Caruana,Wang Hao,1/2-1/2,2812,2726,C42,0
FIDE Chess.com Grand Swiss,2019-10-13,Alekseenko,Grischuk,1/2-1/2,2674,2759,C53,0
FIDE Chess.com Grand Swiss,2019-10-13,Cheparinov,Vitiugov,1/2-1/2,2670,2732,E10,0
FIDE Chess.com Grand Swiss,2019-10-13,Kovalev,Carlsen,1/2-1/2,2661,2876,B52,0
FIDE Chess.com Grand Swiss,2019-10-13,Nakamura,Mamedov,1/2-1/2,2745,2645,B31,0
FIDE Chess.com Grand Swiss,2019-10-13,Van Foreest,Vallejo Pons,1/2-1/2,2621,2694,C18,0
FIDE Chess.com Grand Swiss,2019-10-12,Wang Hao,Bu Xiangzhi,1-0,2726,2721,C50,0
FIDE Chess.com Grand Swiss,2019-10-12,Adhiban,Wojtaszek,1/2-1/2,2639,2748,B12,0
FIDE Chess.com Grand Swiss,2019-10-12,Shankland,Van Foreest,1/2-1/2,2705,2621,E71,0
FIDE Chess.com Grand Swiss,2019-10-11,Mamedov,Wang Hao,0-1,2645,2726,B51,0
FIDE Chess.com Grand Swiss,2019-10-11,Van Foreest,Harikrishna,1/2-1/2,2621,2748,C84,0
FIDE Chess.com Grand Swiss,2019-10-10,Le Quang Liem,Van Foreest,1/2-1/2,2708,2621,A22,0
FIDE World Cup 2019,2019-10-04,Radjabov,Ding Liren,1/2-1/2,2758,2811,D41,1
FIDE World Cup 2019,2019-10-04,Ding Liren,Radjabov,1/2-1/2,2811,2758,A29,1
FIDE World Cup 2019,2019-10-04,Ding Liren,Radjabov,1/2-1/2,2811,2758,A29,1
FIDE World Cup 2019,2019-10-04,Radjabov,Ding Liren,1/2-1/2,2758,2811,D40,1
FIDE World Cup 2019,2019-10-04,Ding Liren,Radjabov,0-1,2811,2758,A05,1
FIDE World Cup 2019,2019-10-04,Radjabov,Ding Liren,1-0,2758,2811,B59,1
FIDE World Cup 2019,2019-10-04,MVL,Yu Yangyi,1-0,2774,2763,B40,1
FIDE World Cup 2019,2019-10-04,Yu Yangyi,MVL,0-1,2763,2774,D85,1
FIDE World Cup 2019,2019-10-03,Ding Liren,Radjabov,1/2-1/2,2811,2758,A29,0
FIDE World Cup 2019,2019-10-03,MVL,Yu Yangyi,1/2-1/2,2774,2763,C42,0
FIDE World Cup 2019,2019-10-02,Radjabov,Ding Liren,1-0,2758,2811,C89,0
FIDE World Cup 2019,2019-10-02,Yu Yangyi,MVL,1/2-1/2,2763,2774,D86,0
28th TCh-CRO Div 1a 2019,2019-10-01,Tomashevsky,Saric,1/2-1/2,2718,2564,D58,1
28th TCh-CRO Div 1a 2019,2019-10-01,Saric,Saric,1/2-1/2,2559,2667,D55,1
FIDE World Cup 2019,2019-10-01,Ding Liren,Radjabov,1-0,2811,2758,A19,0
FIDE World Cup 2019,2019-10-01,MVL,Yu Yangyi,1/2-1/2,2774,2763,C42,0
FIDE World Cup 2019,2019-09-30,Radjabov,Ding Liren,1/2-1/2,2758,2811,C89,0
FIDE World Cup 2019,2019-09-30,Yu Yangyi,MVL,1/2-1/2,2763,2774,D97,0
TCh-ESP Div Honor 2019,2019-09-30,Ivanchuk,Cheparinov,1-0,2686,2670,B23,0
FIDE World Cup 2019,2019-09-28,Yu Yangyi,Ding Liren,1/2-1/2,2763,2811,E21,0
FIDE World Cup 2019,2019-09-28,Ding Liren,Yu Yangyi,1-0,2811,2763,A21,0
FIDE World Cup 2019,2019-09-27,Yu Yangyi,Ding Liren,1/2-1/2,2763,2811,E36,0
FIDE World Cup 2019,2019-09-27,Radjabov,MVL,1-0,2758,2774,A34,0
FIDE World Cup 2019,2019-09-26,Ding Liren,Yu Yangyi,1/2-1/2,2811,2763,A20,0
FIDE World Cup 2019,2019-09-26,MVL,Radjabov,1/2-1/2,2774,2758,B31,0
FIDE World Cup 2019,2019-09-25,Aronian,MVL,1/2-1/2,2758,2774,A04,1
FIDE World Cup 2019,2019-09-25,Yu Yangyi,Vitiugov,1/2-1/2,2763,2732,E32,1
FIDE World Cup 2019,2019-09-25,MVL,Aronian,1-0,2774,2758,C50,1
FIDE World Cup 2019,2019-09-25,Vitiugov,Yu Yangyi,1/2-1/2,2732,2763,B56,1
FIDE World Cup 2019,2019-09-25,Yu Yangyi,Vitiugov,1-0,2763,2732,C88,1
FIDE World Cup 2019,2019-09-25,Vitiugov,Yu Yangyi,1-0,2732,2763,C43,1
FIDE World Cup 2019,2019-09-25,Yu Yangyi,Vitiugov,1/2-1/2,2763,2732,C01,1
FIDE World Cup 2019,2019-09-25,Vitiugov,Yu Yangyi,1/2-1/2,2732,2763,B40,1
FIDE World Cup 2019,2019-09-25,Yu Yangyi,Vitiugov,1-0,2763,2732,C00,1
FIDE World Cup 2019,2019-09-24,Ding Liren,Grischuk,1-0,2811,2759,A20,0
FIDE World Cup 2019,2019-09-24,MVL,Aronian,1/2-1/2,2774,2758,C50,0
FIDE World Cup 2019,2019-09-24,Yu Yangyi,Vitiugov,1/2-1/2,2763,2732,E32,0
FIDE World Cup 2019,2019-09-23,Grischuk,Ding Liren,1/2-1/2,2759,2811,E04,0
FIDE World Cup 2019,2019-09-23,Aronian,MVL,1/2-1/2,2758,2774,D91,0
FIDE World Cup 2019,2019-09-23,Vitiugov,Yu Yangyi,1/2-1/2,2732,2763,B91,0
FIDE World Cup 2019,2019-09-22,Ding Liren,Alekseenko,1-0,2811,2671,A20,1
FIDE World Cup 2019,2019-09-22,Aronian,Le Quang Liem,1/2-1/2,2758,2708,B31,1
FIDE World Cup 2019,2019-09-22,Radjabov,Mamedyarov,1/2-1/2,2758,2767,C50,1
FIDE World Cup 2019,2019-09-22,Dominguez Perez,Grischuk,1/2-1/2,2763,2759,C53,1
FIDE World Cup 2019,2019-09-22,Alekseenko,Ding Liren,0-1,2671,2811,C53,1
FIDE World Cup 2019,2019-09-22,Le Quang Liem,Aronian,1/2-1/2,2708,2758,E06,1
FIDE World Cup 2019,2019-09-22,Mamedyarov,Radjabov,1/2-1/2,2767,2758,D35,1
FIDE World Cup 2019,2019-09-22,Grischuk,Dominguez Perez,1-0,2759,2763,A14,1
FIDE World Cup 2019,2019-09-22,Le Quang Liem,Aronian,0-1,2708,2758,A28,1
FIDE World Cup 2019,2019-09-22,Radjabov,Mamedyarov,1/2-1/2,2758,2767,A34,1
FIDE World Cup 2019,2019-09-22,Aronian,Le Quang Liem,1/2-1/2,2758,2708,A40,1
FIDE World Cup 2019,2019-09-22,Mamedyarov,Radjabov,0-1,2767,2758,D35,1
FIDE World Cup 2019,2019-09-21,Alekseenko,Ding Liren,1/2-1/2,2671,2811,C50,0
FIDE World Cup 2019,2019-09-21,Svidler,MVL,1/2-1/2,2729,2774,B90,0
FIDE World Cup 2019,2019-09-21,So,Vitiugov,1/2-1/2,2767,2732,C88,0
FIDE World Cup 2019,2019-09-21,Yu Yangyi,Nepo,1-0,2763,2776,D85,0
FIDE World Cup 2019,2019-09-21,Aronian,Le Quang Liem,1/2-1/2,2758,2708,B31,0
FIDE World Cup 2019,2019-09-21,Radjabov,Mamedyarov,1/2-1/2,2758,2767,D85,0
FIDE World Cup 2019,2019-09-21,Dominguez Perez,Grischuk,1-0,2763,2759,C53,0
FIDE World Cup 2019,2019-09-20,Ding Liren,Alekseenko,1/2-1/2,2811,2671,E01,0
FIDE World Cup 2019,2019-09-20,MVL,Svidler,1-0,2774,2729,C99,0
FIDE World Cup 2019,2019-09-20,Vitiugov,So,1-0,2732,2767,C43,0
FIDE World Cup 2019,2019-09-20,Nepo,Yu Yangyi,1/2-1/2,2776,2763,B33,0
FIDE World Cup 2019,2019-09-20,Le Quang Liem,Aronian,1/2-1/2,2708,2758,C88,0
FIDE World Cup 2019,2019-09-20,Mamedyarov,Radjabov,1/2-1/2,2767,2758,C67,0
FIDE World Cup 2019,2019-09-20,Grischuk,Dominguez Perez,1-0,2759,2763,A14,0
FIDE World Cup 2019,2019-09-18,Ding Liren,Firouzja,1-0,2811,2702,D37,1
FIDE World Cup 2019,2019-09-18,Jakovenko,MVL,1-0,2681,2774,A34,1
FIDE World Cup 2019,2019-09-18,Tomashevsky,Nepo,1/2-1/2,2718,2776,E60,1
FIDE World Cup 2019,2019-09-18,Wang Hao,Dominguez Perez,1-0,2726,2763,A28,1
FIDE World Cup 2019,2019-09-18,Artemiev,Le Quang Liem,1/2-1/2,2746,2708,D00,1
FIDE World Cup 2019,2019-09-18,Yu Yangyi,Wei Yi,1/2-1/2,2763,2721,B93,1
FIDE World Cup 2019,2019-09-18,Firouzja,Ding Liren,0-1,2702,2811,A06,1
FIDE World Cup 2019,2019-09-18,MVL,Jakovenko,1-0,2774,2681,C53,1
FIDE World Cup 2019,2019-09-18,Nepo,Tomashevsky,1/2-1/2,2776,2718,C48,1
FIDE World Cup 2019,2019-09-18,Dominguez Perez,Wang Hao,1-0,2763,2726,C42,1
FIDE World Cup 2019,2019-09-18,Le Quang Liem,Artemiev,1/2-1/2,2708,2746,A22,1
FIDE World Cup 2019,2019-09-18,Wei Yi,Yu Yangyi,0-1,2721,2763,D15,1
FIDE World Cup 2019,2019-09-18,Jakovenko,MVL,1/2-1/2,2681,2774,A34,1
FIDE World Cup 2019,2019-09-18,Nepo,Tomashevsky,1-0,2776,2718,C49,1
FIDE World Cup 2019,2019-09-18,Wang Hao,Dominguez Perez,1-0,2726,2763,A28,1
FIDE World Cup 2019,2019-09-18,Le Quang Liem,Artemiev,1-0,2708,2746,D20,1
FIDE World Cup 2019,2019-09-18,MVL,Jakovenko,1/2-1/2,2774,2681,C53,1
FIDE World Cup 2019,2019-09-18,Tomashevsky,Nepo,1-0,2718,2776,D78,1
FIDE World Cup 2019,2019-09-18,Dominguez Perez,Wang Hao,1-0,2763,2726,C65,1
FIDE World Cup 2019,2019-09-18,Artemiev,Le Quang Liem,1/2-1/2,2746,2708,B31,1
FIDE World Cup 2019,2019-09-18,MVL,Jakovenko,1-0,2774,2681,C53,1
FIDE World Cup 2019,2019-09-18,Nepo,Tomashevsky,1-0,2776,2718,C48,1
FIDE World Cup 2019,2019-09-18,Dominguez Perez,Wang Hao,1-0,2763,2726,C65,1
FIDE World Cup 2019,2019-09-18,Jakovenko,MVL,1/2-1/2,2681,2774,A30,1
FIDE World Cup 2019,2019-09-18,Tomashevsky,Nepo,0-1,2718,2776,A48,1
FIDE World Cup 2019,2019-09-18,Wang Hao,Dominguez Perez,1/2-1/2,2726,2763,A08,1
FIDE World Cup 2019,2019-09-17,Ding Liren,Firouzja,1/2-1/2,2811,2702,E06,0
FIDE World Cup 2019,2019-09-17,MVL,Jakovenko,1/2-1/2,2774,2681,C67,0
FIDE World Cup 2019,2019-09-17,Vidit,So,1/2-1/2,2718,2767,A29,0
FIDE World Cup 2019,2019-09-17,Nepo,Tomashevsky,1/2-1/2,2776,2718,C67,0
FIDE World Cup 2019,2019-09-17,Matlakov,Aronian,0-1,2716,2758,C50,0
FIDE World Cup 2019,2019-09-17,Wang Hao,Dominguez Perez,1/2-1/2,2726,2763,C67,0
FIDE World Cup 2019,2019-09-17,Artemiev,Le Quang Liem,1/2-1/2,2746,2708,A33,0
FIDE World Cup 2019,2019-09-17,Wei Yi,Yu Yangyi,1/2-1/2,2721,2763,C99,0
FIDE World Cup 2019,2019-09-17,Karjakin,Vitiugov,1/2-1/2,2760,2732,C53,0
FIDE World Cup 2019,2019-09-17,Andreikin,Duda,1/2-1/2,2741,2730,D30,0
FIDE World Cup 2019,2019-09-17,Harikrishna,Alekseenko,0-1,2746,2671,C84,0
FIDE World Cup 2019,2019-09-16,Firouzja,Ding Liren,1/2-1/2,2702,2811,E20,0
FIDE World Cup 2019,2019-09-16,Jakovenko,MVL,1/2-1/2,2681,2774,A15,0
FIDE World Cup 2019,2019-09-16,So,Vidit,1-0,2767,2718,D38,0
FIDE World Cup 2019,2019-09-16,Tomashevsky,Nepo,1/2-1/2,2718,2776,E60,0
FIDE World Cup 2019,2019-09-16,Aronian,Matlakov,1/2-1/2,2758,2716,A09,0
